ID	TCGA-DD-AACL_Stage_I	TCGA-WJ-A86L_Stage_I	TCGA-EP-A2KC_Stage_I	TCGA-K7-A5RF_Stage_I	TCGA-G3-AAUZ_Stage_I	TCGA-DD-AAD1_Stage_I	TCGA-BD-A3EP_Stage_I	TCGA-DD-AAE6_Stage_I	TCGA-DD-AADJ_Stage_I	TCGA-DD-AAVZ_Stage_I	TCGA-2Y-A9GX_Stage_I	TCGA-DD-A1EG_Stage_I	TCGA-DD-AAE2_Stage_I	TCGA-XR-A8TC_Stage_I	TCGA-FV-A2QR_Stage_I	TCGA-DD-AAD2_Stage_I	TCGA-FV-A2QQ_Stage_I	TCGA-K7-A6G5_Stage_I	TCGA-DD-A4NN_Stage_I	TCGA-2Y-A9HB_Stage_I	TCGA-ED-A7PX_Stage_II	TCGA-DD-AACH_Stage_II	TCGA-ZS-A9CD_Stage_II	TCGA-5R-AA1C_Stage_II	TCGA-FV-A3I0_Stage_II	TCGA-ED-A5KG_Stage_II	TCGA-CC-5258_Stage_II	TCGA-DD-AAVU_Stage_II	TCGA-4R-AA8I_Stage_II	TCGA-KR-A7K7_Stage_II	TCGA-K7-AAU7_Stage_II	TCGA-5C-A9VG_Stage_II	TCGA-UB-A7MA_Stage_II	TCGA-CC-A9FS_Stage_II	TCGA-DD-A1EH_Stage_III	TCGA-DD-A39W_Stage_III	TCGA-CC-A7IE_Stage_III	TCGA-BC-4073_Stage_III	TCGA-CC-A7IH_Stage_III	TCGA-CC-A3MA_Stage_III	TCGA-BC-A216_Stage_III	TCGA-CC-A7II_Stage_III	TCGA-ED-A82E_Stage_III	TCGA-LG-A9QD_Stage_III	TCGA-DD-A4NE_Stage_III	TCGA-G3-A25T_Stage_III	TCGA-ED-A7XO_Stage_III	TCGA-BW-A5NP_Stage_IV	TCGA-DD-A119_Stage_IV	TCGA-DD-A1EK_Stage_IV
ENSG00000236564.1	0.18062	0.430005	0.419501	0.40952	0.399621	0.389312	0.891176	0.379001	0.368568	0.358322	0.347782	0.337279	0.440182	0.315289	0.742137	0.302854	0.290055	0.275975	0.261445	0.245435	0.803987	0.716821	0.228013	0.207336	0.770886	0.576442	0.14017	0.326433	0.620653	0.590203	0.954474	0.605151	0.693958	0.636973	0.654249	0.67318	0.843392	0.562733	0.549614	0.537511	0.525674	1.24156	0.514144	0.503	0.491665	0.481051	0.470334	0.460328	1.04737	0.450064
ENSG00000267059.2	0.803987	1.24156	0.576442	0.40952	0.337279	0.742137	0.716821	0.347782	0.430005	0.440182	0.481051	0.525674	0.891176	0.590203	0.770886	0.419501	0.368568	0.636973	0.491665	0.605151	0.326433	0.843392	0.14017	0.18062	0.207336	0.228013	0.245435	0.261445	0.275975	0.290055	0.302854	0.315289	0.67318	0.954474	0.503	0.620653	0.358322	0.514144	0.562733	0.379001	0.389312	0.399621	1.04737	0.537511	0.654249	0.549614	0.450064	0.460328	0.470334	0.693958
ENSG00000251858.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000272855.1	0.18062	0.440182	0.430005	0.419501	0.40952	0.399621	1.24156	0.389312	0.379001	0.954474	0.368568	0.358322	0.347782	0.803987	0.337279	1.04737	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.562733	0.14017	0.326433	0.693958	0.576442	0.590203	0.605151	0.620653	0.636973	0.654249	0.67318	0.716821	0.549614	0.537511	0.891176	0.525674	0.843392	0.770886	0.742137	0.514144	0.503	0.491665	0.481051	0.470334	0.460328
ENSG00000265693.1	0.14017	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.843392	0.275975	0.803987	0.261445	0.245435	0.228013	0.207336	0.18062	0.605151	0.337279	0.742137	0.954474	0.716821	0.693958	0.67318	0.654249	0.891176	1.24156	0.636973	0.620653	0.770886	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	1.04737	0.491665	0.481051	0.470334
ENSG00000227200.1	0.326433	1.24156	0.430005	0.470334	0.491665	0.525674	0.693958	0.460328	0.275975	0.14017	0.891176	0.358322	0.954474	0.605151	0.18062	0.207336	0.228013	0.245435	0.576442	0.261445	0.636973	0.770886	0.290055	0.302854	0.315289	0.67318	0.549614	0.337279	0.654249	0.347782	1.04737	0.368568	0.620653	0.379001	0.716821	0.514144	0.503	0.742137	0.562733	0.481051	0.590203	0.843392	0.537511	0.450064	0.440182	0.803987	0.419501	0.40952	0.399621	0.389312
ENSG00000203492.3	0.18062	0.430005	0.419501	0.40952	0.843392	0.399621	0.389312	0.379001	0.368568	0.358322	0.770886	0.347782	0.337279	0.440182	0.315289	0.302854	0.290055	0.275975	0.261445	0.954474	0.245435	0.228013	0.803987	0.207336	1.04737	0.716821	0.14017	0.326433	0.742137	1.24156	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.891176	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.460328	0.450064
ENSG00000239521.6	0.654249	0.537511	0.636973	0.419501	0.399621	0.549614	0.742137	0.576442	0.302854	0.389312	0.430005	0.503	0.368568	0.315289	0.562733	0.450064	0.470334	0.620653	0.481051	0.525674	0.514144	0.843392	0.460328	0.261445	0.954474	0.605151	0.379001	0.716821	0.693958	0.228013	0.803987	0.14017	0.770886	0.40952	0.290055	0.207336	0.337279	0.326433	0.491665	0.891176	0.358322	0.67318	1.24156	0.440182	0.347782	1.04737	0.245435	0.18062	0.275975	0.590203
ENSG00000215925.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	1.24156	0.620653	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000254685.5	0.245435	0.693958	0.491665	0.419501	0.207336	0.460328	0.537511	0.290055	0.14017	0.302854	0.716821	0.590203	0.67318	0.275975	0.562733	0.368568	0.636973	0.347782	0.379001	0.470334	0.803987	0.843392	0.326433	1.24156	0.430005	0.742137	0.605151	0.440182	0.954474	0.18062	0.514144	0.576442	0.40952	0.261445	0.503	0.620653	0.315289	0.525674	0.770886	1.04737	0.891176	0.228013	0.450064	0.358322	0.481051	0.654249	0.549614	0.389312	0.399621	0.337279
ENSG00000236627.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.843392	0.803987	0.770886	0.742137	0.716821	1.24156	0.954474	0.693958	0.67318	0.654249	0.636973	0.620653	0.891176	0.590203	0.576442	1.04737	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000228815.1	0.843392	1.24156	0.18062	0.40952	0.399621	0.389312	0.379001	0.891176	0.368568	0.358322	0.347782	0.337279	0.803987	0.654249	0.716821	0.326433	0.419501	0.302854	0.290055	0.67318	0.275975	0.605151	0.261445	0.245435	0.228013	0.207336	0.514144	0.14017	0.770886	0.315289	0.576442	0.590203	0.742137	0.562733	0.549614	0.537511	0.525674	0.954474	0.503	0.491665	0.481051	0.470334	0.636973	0.460328	0.693958	0.620653	0.450064	0.440182	0.430005	1.04737
ENSG00000255342.1	0.14017	0.450064	0.440182	1.24156	0.430005	0.419501	1.04737	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.590203	0.337279	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.954474	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000255005.1	0.470334	1.04737	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.954474	0.228013	0.207336	0.18062	0.14017	0.337279	0.891176	1.24156	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.843392
ENSG00000207581.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000235701.1	0.379001	0.590203	0.430005	0.470334	0.460328	0.450064	0.440182	0.368568	0.347782	0.326433	0.290055	0.503	0.514144	0.549614	0.576442	0.14017	0.18062	0.207336	0.228013	0.562733	0.620653	0.245435	0.67318	0.261445	0.275975	0.693958	0.302854	0.315289	0.770886	0.337279	0.843392	0.358322	0.605151	0.742137	0.491665	0.389312	0.636973	0.419501	0.537511	1.04737	0.891176	0.954474	0.525674	0.481051	0.716821	1.24156	0.803987	0.40952	0.399621	0.654249
ENSG00000228564.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	1.04737	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.843392	0.891176	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.954474	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	1.24156
ENSG00000275562.1	0.503	0.742137	0.954474	0.576442	0.14017	0.261445	0.40952	0.389312	0.419501	0.399621	0.716821	0.620653	0.891176	0.379001	0.368568	0.358322	0.347782	0.337279	0.326433	0.315289	1.24156	0.290055	0.275975	1.04737	0.693958	0.245435	0.228013	0.207336	0.18062	0.67318	0.843392	0.302854	0.770886	0.562733	0.549614	0.537511	0.525674	0.605151	0.514144	0.654249	0.636973	0.590203	0.491665	0.481051	0.470334	0.460328	0.450064	0.440182	0.430005	0.803987
ENSG00000255227.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	0.954474	0.891176	0.843392	0.803987	1.24156	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000207286.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000271792.1	0.14017	0.450064	1.04737	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	1.24156	0.245435	0.228013	0.207336	0.18062	0.590203	0.337279	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.891176	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.954474	0.503	0.491665	0.481051	0.470334
ENSG00000257142.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	1.24156	0.228013	0.207336	0.18062	0.14017	0.620653	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000224683.1	0.302854	0.742137	0.503	0.954474	0.514144	0.389312	0.379001	0.620653	0.337279	0.326433	0.228013	0.549614	0.14017	0.562733	0.18062	0.207336	0.891176	0.576442	0.245435	0.261445	0.636973	0.537511	0.654249	0.275975	0.290055	0.67318	0.315289	1.24156	0.770886	0.605151	0.843392	0.347782	0.358322	0.368568	0.693958	0.716821	0.399621	0.525674	0.430005	0.440182	0.450064	0.460328	0.470334	0.481051	0.590203	1.04737	0.803987	0.491665	0.419501	0.40952
ENSG00000152348.14	0.576442	0.636973	0.590203	0.261445	0.228013	0.430005	0.549614	0.450064	0.419501	0.389312	0.337279	0.620653	0.18062	0.654249	0.481051	0.67318	0.742137	0.245435	0.14017	0.693958	0.770886	1.24156	0.491665	1.04737	0.347782	0.503	0.514144	0.803987	0.537511	0.275975	0.891176	0.525674	0.843392	0.207336	0.399621	0.562733	0.290055	0.368568	0.605151	0.716821	0.315289	0.470334	0.440182	0.460328	0.40952	0.954474	0.358322	0.326433	0.379001	0.302854
ENSG00000135269.16	0.491665	0.347782	0.605151	0.379001	0.275975	0.67318	0.636973	0.228013	0.207336	0.590203	0.576442	0.549614	0.358322	0.481051	0.18062	0.440182	0.430005	0.290055	0.503	0.261445	1.04737	0.716821	0.470334	0.742137	0.843392	1.24156	0.460328	0.399621	0.537511	0.40952	0.954474	0.245435	0.654249	0.514144	0.302854	0.14017	0.450064	0.803987	0.326433	0.891176	0.525674	0.562733	0.620653	0.389312	0.315289	0.770886	0.419501	0.693958	0.368568	0.337279
ENSG00000214195.4	0.742137	0.40952	0.562733	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.636973	0.67318	0.326433	0.419501	0.302854	0.290055	0.275975	0.261445	0.576442	0.245435	0.228013	0.207336	0.843392	0.18062	0.716821	0.891176	0.525674	0.14017	0.315289	0.605151	0.440182	0.450064	0.803987	0.620653	0.503	0.514144	0.654249	0.770886	0.549614	0.693958	0.590203	1.04737	0.537511	0.491665	0.481051	0.954474	1.24156	0.470334	0.460328	0.430005
ENSG00000206969.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	1.04737	0.590203	0.576442	0.562733	0.549614	0.537511	1.24156	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000278447.1	0.460328	0.954474	0.803987	0.891176	0.440182	1.24156	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.326433	1.04737	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.770886	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.843392	0.470334	0.742137
ENSG00000272474.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000100078.3	0.954474	1.24156	0.399621	0.389312	0.379001	0.368568	0.358322	0.770886	0.742137	0.347782	0.605151	0.337279	0.716821	0.326433	0.315289	0.40952	0.803987	0.654249	0.290055	0.590203	0.275975	0.261445	0.620653	0.67318	0.891176	0.245435	0.228013	0.207336	0.18062	0.14017	0.302854	0.419501	0.693958	0.440182	0.450064	0.460328	0.843392	0.636973	0.525674	0.537511	0.576442	1.04737	0.562733	0.514144	0.503	0.491665	0.481051	0.470334	0.430005	0.549614
ENSG00000201390.1	0.470334	1.24156	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.337279	1.04737	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.954474
ENSG00000251788.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.954474	0.207336	0.18062	0.14017	0.590203	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.891176	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	1.24156	1.04737	0.503	0.491665	0.481051	0.470334
ENSG00000177418.2	0.716821	0.770886	0.470334	0.14017	0.525674	0.576442	0.562733	0.18062	0.207336	0.228013	0.245435	0.620653	0.636973	0.67318	0.261445	0.605151	0.275975	0.290055	0.302854	0.315289	0.326433	0.954474	0.337279	0.347782	0.891176	0.358322	0.368568	0.379001	0.803987	0.491665	0.590203	0.514144	0.537511	0.503	0.742137	0.440182	0.549614	0.460328	0.654249	0.481051	1.04737	0.693958	0.450064	0.430005	0.843392	0.419501	1.24156	0.40952	0.399621	0.389312
ENSG00000243486.1	1.24156	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.770886	0.954474	0.228013	0.207336	0.18062	0.14017	0.716821	0.326433	0.742137	0.693958	0.843392	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	1.04737	0.576442	0.562733	0.549614	0.537511	0.803987	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.460328	0.891176
ENSG00000230201.5	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.716821	0.742137	0.693958	0.67318	0.654249	1.24156	0.636973	0.620653	0.954474	0.605151	0.590203	1.04737	0.770886	0.803987	0.576442	0.843392	0.891176	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000277762.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000180042.4	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	1.24156	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	1.04737	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000261528.2	0.399621	1.24156	0.460328	0.470334	0.549614	0.716821	0.693958	0.14017	0.491665	0.389312	0.347782	0.590203	0.379001	0.620653	0.368568	0.358322	0.843392	0.337279	0.326433	0.315289	0.302854	0.954474	0.275975	0.261445	0.245435	0.228013	0.576442	0.207336	0.654249	0.18062	1.04737	0.891176	0.290055	0.636973	0.562733	0.537511	0.525674	0.514144	0.605151	0.503	0.803987	0.481051	0.770886	0.742137	0.450064	0.440182	0.430005	0.419501	0.40952	0.67318
ENSG00000259337.4	0.620653	0.379001	0.503	0.891176	0.562733	0.803987	1.24156	0.368568	0.358322	0.347782	0.770886	0.742137	0.605151	0.337279	0.326433	0.576442	0.315289	0.537511	0.302854	0.67318	0.716821	0.389312	0.275975	0.261445	0.245435	0.954474	0.590203	0.228013	0.207336	0.18062	0.654249	0.549614	0.14017	0.290055	0.636973	0.525674	0.693958	1.04737	0.440182	0.430005	0.514144	0.419501	0.491665	0.399621	0.470334	0.40952	0.843392	0.450064	0.460328	0.481051
ENSG00000206768.1	0.18062	0.440182	1.04737	0.843392	0.430005	0.419501	0.40952	0.399621	0.389312	0.891176	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.954474	0.228013	0.207336	0.549614	0.14017	0.326433	0.742137	1.24156	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.770886	0.803987	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.460328
ENSG00000268864.3	0.770886	0.803987	0.419501	0.40952	0.67318	0.399621	0.389312	0.379001	0.742137	0.368568	0.654249	0.358322	0.347782	0.337279	0.326433	0.430005	0.302854	0.290055	1.24156	0.275975	0.693958	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.315289	0.716821	0.891176	0.525674	0.514144	0.503	0.954474	0.562733	0.605151	1.04737	0.576442	0.843392	0.460328	0.450064	0.620653	0.440182	0.590203	0.636973	0.470334	0.481051	0.491665	0.537511	0.549614
ENSG00000251279.1	0.261445	0.491665	0.654249	0.379001	0.245435	0.525674	0.419501	0.302854	0.207336	0.18062	0.620653	0.430005	0.636973	0.440182	0.389312	0.562733	0.742137	0.460328	0.14017	1.24156	1.04737	0.693958	0.40952	0.514144	0.590203	0.891176	0.503	0.481051	0.843392	0.368568	0.537511	0.605151	0.399621	0.576442	0.67318	0.450064	0.228013	0.954474	0.337279	0.716821	0.347782	0.803987	0.770886	0.549614	0.470334	0.326433	0.315289	0.358322	0.290055	0.275975
ENSG00000250442.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.891176	0.228013	0.207336	0.18062	0.14017	0.770886	0.803987	0.843392	0.742137	0.716821	0.693958	0.67318	1.24156	0.654249	0.636973	0.620653	0.605151	0.954474	0.590203	0.576442	0.562733	1.04737	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000117906.12	0.347782	0.537511	0.562733	0.18062	0.275975	0.491665	0.450064	0.470334	0.326433	0.525674	0.440182	0.481051	0.245435	0.770886	0.389312	0.368568	0.379001	0.337279	0.954474	0.460328	0.620653	0.430005	0.315289	0.40952	0.891176	1.04737	0.549614	0.399621	0.514144	0.207336	0.693958	0.742137	0.803987	0.290055	0.605151	0.228013	0.590203	0.654249	0.302854	0.636973	0.358322	0.576442	0.716821	0.14017	0.843392	0.67318	0.419501	1.24156	0.503	0.261445
ENSG00000274594.1	0.742137	1.24156	0.491665	0.549614	0.389312	0.620653	0.803987	0.576442	0.379001	0.368568	0.770886	0.358322	0.891176	0.347782	0.562733	0.67318	0.337279	0.326433	0.503	0.315289	0.590203	0.399621	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.654249	0.302854	0.954474	0.537511	0.693958	0.481051	0.605151	1.04737	0.460328	0.514144	0.716821	0.843392	0.450064	0.440182	0.525674	0.430005	0.636973	0.419501	0.40952	0.470334
ENSG00000152382.5	0.315289	0.514144	0.562733	0.275975	0.337279	0.450064	0.347782	0.693958	0.358322	0.620653	0.525674	0.605151	0.389312	0.843392	0.770886	0.430005	0.481051	0.368568	0.654249	1.04737	0.290055	1.24156	0.379001	0.67318	0.18062	0.549614	0.576442	0.14017	0.470334	0.302854	0.245435	0.891176	0.491665	0.261445	0.742137	0.440182	0.419501	0.326433	0.636973	0.716821	0.590203	0.207336	0.460328	0.228013	0.537511	0.399621	0.503	0.803987	0.954474	0.40952
ENSG00000264395.1	0.14017	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	1.24156	0.302854	0.290055	0.275975	0.261445	0.245435	1.04737	0.228013	0.207336	0.18062	0.803987	0.337279	0.843392	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.891176	0.636973	0.620653	0.954474	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000222585.1	0.590203	1.04737	0.742137	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.954474	0.368568	0.358322	0.803987	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.326433	0.67318	0.636973	1.24156	0.620653	0.605151	0.891176	0.576442	0.843392	0.549614	0.693958	0.716821	0.537511	0.525674	0.503	0.491665	0.481051	0.470334	0.460328	0.654249	0.770886	0.562733	0.514144
ENSG00000043462.10	0.891176	0.207336	0.368568	0.693958	0.399621	0.843392	0.803987	0.14017	0.228013	0.347782	0.954474	0.770886	0.605151	0.315289	0.430005	0.636973	0.503	0.40952	0.261445	0.549614	0.576442	0.562733	0.440182	0.514144	0.481051	1.24156	0.590203	0.18062	0.419501	0.450064	0.654249	0.470334	0.389312	0.379001	0.460328	0.358322	0.716821	1.04737	0.302854	0.742137	0.620653	0.326433	0.67318	0.337279	0.290055	0.491665	0.537511	0.245435	0.275975	0.525674
ENSG00000253343.1	0.14017	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	1.04737	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	1.24156	0.18062	0.620653	0.337279	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.954474	0.654249	0.636973	0.891176	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
